"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"South Asia (IDA & IBRD)","TSA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","4000000","2000000","1000000","5000000","-684410.47586613","-3502718.24087378","-1114406.45260415","25563288.4772812","25840374.5267374","55122908.6427865","9270711.64126115","-9813726.33653759","14145507.2073282","5294945.83661644","92004945.0206907","124896199.134655","265529016.888344","96670138.4910944","113595187.964369","124417421.316945","524532974.710015","1100733218.32253","1306163601.78208","1287934063.01596","1902221746.20224","2727629008.67195","14178728151.2585","17313375434.589","19629487971.3897","16448312976.5362","16195741373.5134","13097628999.5419","9048222249.31986","2589436240.80107","11917055026.0074","7650829904.74731","5361841269.12989","11360596679.7662","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","16799993.28","29361718.1918","19513337.3661","55876263.5833","123724172.5768","137861093.962723","90270419.2708439","104357840.028984","251741039.967918","40987809.159083","1009414976.46448","729918241.55257","177534608.965216","256947206.84914","289851678.025883","345719916.289445","-116323037.593408","282598294.365222","362445588.457479","1048553347.19258","449007757.558797","943473403.42263","2426128664.80014","876597189.187151","1576260228.78752","2921084241.93284","1866931370.36612","3192023087.22393","656328253.135865","2009003558.79238","1302607839.08611","-3593400174.12808","-15590943.3361704","1003271488.47931","2606584467.50617","2225084309.31558","7417027062.25154","5285781811.77832","1565257549.3366","3199032170.575","6396424528.6956","4639260474.06712","9637169083.90467","16991144717.7906","15007092305.7062","10197172073.5956","9232979526.89958","11548266538.8939","",
"Trinidad and Tobago","TTO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","3625000.00151042","3458333.33333333","8163265.30612245","7305555.55555555","-1861111.11111111","","","","","","","","","","-18000000","1000000","264100000","25200001.2698823","150000008.021541","106400000","225200000","25400000","341000000","370000000","0","700000000","0","0","67211802.1452916","189417273.551171","62504177.7212931","-17707646.457073","128339372.791291","82585852.4934903","94078123.1033096","",
"Tunisia","TUN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","1000000","1000000","-2000000","","","","-2402859.40846293","","","2025094.29755405","1692942.54862841","-1473260.32708907","-1287277.40897194","-5991641.66048279","1259399.58124964","1206763.91172522","1165767.24485484","4213538.62629863","300000","3244573.22596199","4522669.88278747","1800000","5931466.84351225","6344171.2926249","1027318.10048883","9946574.83667272","1800000","2500000","26993900.8375","5560536.8698","6330315.8828","5432842.3079","4014548.7246","12332071.8651","33057354.5101","20290940.8753","42202996.4127","77021632.7105","74053374.3188","21310147.8924","13445249.0252","21542968.9904","21794448.895","31096667.3039","241616362.2538","57451667.235","",
"Turkey","TUR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","10000","10000","10000","9000000","10000","10000","15000000","27000000","65000000","56000000","49000000","113000000","110000000","251000000","367000000","645000000","870000000","497000000","143000000","480000000","780000000","1064000000","924000000","2106000000","2549000000","1553000000","1482000000","2370000000","4106000000","3636000000","7050000000","5096000000","3147000000","2701000000","",
"Tuvalu","TUV","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",
"Tanzania","TZA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","0","",
"Uganda","UGA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3294006","-1028289.74","","","","","","","","","0","0","0","0","28850481.0480626","37214303.8130875","-11846569.5872761","46337028.0732152","-47207355.9525664","27018297.3519362","287623.878637792","152900.2295855","309432.661375547","",
"Ukraine","UKR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","10000000","-5000000","42000000","-4000000","7000000","1000000","23000000","-5000000","13000000","4000000","275000000","-133000000","975000000","797000000","115000000","692000000","192000000","980000000","430000000","548000000","38000000","173000000","234000000","",
"Upper middle income","UMC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","37799993.2799695","33370658.1917695","45279047.3661","91648393.5832962","183027372.576739","290009288.6081","294576008.785989","321339877.054606","444516298.910391","279344371.774896","1546511673.151","1267717569.33644","842990871.851686","847391302.466673","802343020.785686","1251307042.79483","1745654112.77451","1522157539.50631","1559022460.48133","2240432599.25551","2582195252.86957","3193825588.86339","8846029093.54596","8033045481.95337","9175754447.5954","10306164903.1701","10979239007.8355","17491250806.8829","15942246829.791","16447354255.0009","14569108557.102","13127991843.7918","17178173416.7024","27747751521.637","45313997046.9213","59391309507.6624","117663562784.662","132820124107.061","182620095448.732","126778586987.818","191282712813.506","192449393075.288","192982847771.722","239798382665.308","267442266772.603","266263618610.757","307841986701.342","196469187445.826","",
"Uruguay","URY","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","13700000","-5600000","-3400000","7900000","4500000","-4900000","2300000","","10","10","10","10","10","10","10","13200000","9300000","-3000000","-4983600","19771613.8816","-155696.115358271","1386376.69661788","38060453.9879757","15486158.7116376","13827331.884843","118660765.237104","25368770.5090044","90409996.3426464","-157713894.288309","179195540.380572","3868557872.84749","-2033966443.43968","1318578190.93778","1605340816.70202","448845642.238657","249645562.554654","",
"United States","USA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","6490000000","5620000000","7330000000","9340000000","5160000000","13730000000","11320000000","11280000000","14370000000","24720000000","19040000000","10110000000","7774000000","8770000000","12820000000","3680000000","19524000000","39797000000","21701000000","50980000000","59940000000","49270000000","58770000000","82800000000","89990000000","110060000000","103020000000","121380000000","174760000000","247485000000","186370000000","146041000000","178985000000","195218000000","374004000000","52591000000","283801000000","523890000000","343583000000","312597000000","349828000000","436616000000","377240000000","392796000000","387529000000","307056000000","312975000000","379221000000","",
"Uzbekistan","UZB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37037.037","","","62485.1852","375977.7778","222.222222222222","731337.037","1551881.4815","12962.963","746789.6296","191699.6296","191699.6296","310631.8519","370000","5169499.91111111","8101151.34074074","-9347678.14814815","-4646416.42545707","",
"Venezuela, RB","VEN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","12497000","6534000","4000000","67000000","21000000","11000000","460000000","37000000","68000000","179000000","375000000","188000000","156000000","886000000","346000000","102000000","507000000","557000000","1082000000","914000000","523000000","225000000","1005000000","851000000","625000000","1028000000","2230000000","575000000","767000000","2476000000","2501000000","-255000000","3307000000","217000000","4536000000","2586000000","1560000000","2234000000","",
"British Virgin Islands","VGB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157573023.7808","3237026646.8172","-2519591858.29887","1524326224.09092","42353889.6348988","4906321172.13601","1828774510.38008","3297641716.87953","2559623113.32456","4173020977.86412","2884158933.57848","10581983237.4569","37144600000","30114500000","14130000000","14921800000","10946100000","18241066000","29933624000","49745991000","45587683000","37490688000","55944247000","55566772000","53954981000","110355779000","92446306000","83159265000","36733099000","70779557000","",
"Virgin Islands (U.S.)","VIR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65000000","85000000","184000000","300000000","700000000","900000000","950000000","1200000000","1956000000","1150000000","1100000000","1000000000","540000000","",
"Vanuatu","VUT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568215.769198745","673111.472086297","760855.006796559","769051.107996647","731695.327229399","633839.649024065","485873.191265664","50396.8385832603","969391.893393699","796504.105318943","388603.652944624","382496.185978469","450411.145640561","1516044.78356362","924838.6725","1073699.0817","",
"World","WLD","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","13039559791.5289","12430444007.1125","15309373598.8249","23945359570.3968","20537319392.6422","27919351060.9959","27701050611.9379","28434013054.3409","37605198130.8916","61022352840.4782","55879736044.5119","51033838041.9834","36921979383.6836","42732452038.5692","53692074197.1001","51508915431.9036","95274410091.6366","149682382991.07","190469490277.976","244024940584.731","277925244700.156","220788760017.014","229765933982.177","254014578510.755","313468760227.689","400889472808.545","439312193044.352","525481108370.77","781256021425.183","1207397798736","1404339716472.17","739975634667.44","657914421415.073","725227180812.203","1197479591639.6","1402240708418.48","2154502463510.61","3195217193945.28","2596838851728.58","1282087845415.57","1751714727493.52","2127012120584.66","1764479976082.36","1934901112527.96","1744102694398.5","2024783223271.48","2045979719274.48","1913074825701.66","",
"Samoa","WSM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5045001.4126","606097.797345319","0","0","0","0","995201.950849494","0","600813.87004999","10001225.4059235","98677.2656402741","4328891.93920772","3704846.00055994","15362369.9016182","99268.6057591923","",
"Kosovo","XKX","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7019598.79280458","13272914.9776736","36560179.8256822","14579855.3659394","50111094.4199658","7037446.86563793","20217893.4904809","39937162.888153","35491905.3580766","41061114.1895329","47047584.8525524","43847792.0822529","",
"Yemen, Rep.","YEM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","3510000","220000","219178","470000","460000","0","0","0","","","","202332.6059","2440909.2831","400685.3464","8195483.5481","5085189.6987","4004451.09","-3997869.2349","-8564000","14613000","28093000","48898000","21552000","23640000","9250000","39490000","229862000","71878000","71257000","57847000","8516000","5390000","11587000","4429000","787000","5601000","",
"South Africa","ZAF","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","16799993.28","29361718.1918","19513337.3661","51876263.5833","114794172.5768","125759288.6081","32200008.05","67850016.9625","238050059.5125","10688544.1372","755000000","643900000","-5500000","156200000","193100000","47356780.1445254","70980336.0066133","112124716.802204","64566099.5242019","162699554.86216","27974221.2609344","206437797.580552","1939027488.34505","291914248.537661","1260506545.07751","2493914011.35083","1047974476.01688","2323603598.20083","1634005239.21988","1584183080.40416","277178617.396324","-3514732729.23595","-402262421.18672","552543632.214808","1305424326.22046","909414375.586361","5928796515.33874","2982112484.38288","-2119582844.48363","1311299639.40389","-161293236.931745","-153398301.646755","2898869629.96875","6519873357.51593","7692076889.07784","5514928846.02681","4490478135.44759","7440738646.14358","",
"Zambia","ZMB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25000000","0","0","85600000","0","269558000","1095400000","-1400000","-701897000","409468000","-976000000","-141579350.959999","176719767.545438","-205995699.193076","",
"Zimbabwe","ZWE","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","6700000","1900000","1400000","100000","29800000","22800000","1000","17300000","11800000","4400000","6700000","13000000","13400000","51000000","28200000","8600000","9000000","7500000","4100000","3200000","200000","1000","1100000","10000","3100000","8000000","","43300000","42700000","49000000","27000000","72000000","22000000","28796690.16","42231841","",
